Year,DOY,Tmax,Tmin,Tmean,Rain,SolarRad,VPD,FrostHours,DayIrrig,RH,SWC,Wind
2015,98,12.68813889,4.056633333,8.615968421,0,17.70028303,0.032274911,0,0,66.66687555,27.1487641,2.008479675
2015,99,14.78588889,5.451680556,10.11427454,0,20.56677146,0.039805765,0,0,62.76104167,27.00000227,2.801316612
2015,100,16.88791667,6.610836111,11.37087049,0,17.80362916,0.049794483,0,0,56.19684509,26.83730028,2.608056844
2015,101,8.468333333,1.084136111,5.241287326,1.4,15.5893552,0.019027516,0,0,72.77372685,26.6922138,4.514982065
2015,102,6.038186111,0.648061111,3.452678241,10.4,9.19151116,0.012070357,0,0,88.40368222,27.05705032,3.456845407
2015,103,9.044916667,1.120419444,5.983122859,0,13.3120156,0.016916877,0,0,76.81074145,27.29762907,3.288300442
2015,104,10.53644444,7.398305556,8.646278993,0,5.392783545,0.013736836,0,0,89.34001157,27.10638097,4.889899351
2015,105,10.12783333,3.102863889,7.306936921,0.8,13.62963379,0.028544594,0,0,69.11638333,26.95450803,3.834742296
2015,106,10.43802778,1.342286111,5.899564757,0,23.57851699,0.027492464,0,0,61.50538034,26.79923755,2.257674161
2015,107,9.015,4.3405,6.090206019,0,14.14342072,0.014843519,0,0,75.52423444,26.67324965,2.234574796
2015,108,8.623561111,2.384702778,5.258746181,0,17.69872345,0.017564838,0,0,73.43392695,26.56129275,2.149517489
2015,109,8.466861111,2.683144444,5.373644618,0,14.03274925,0.017758271,0,0,77.70741564,26.4594747,3.511283433
2015,110,13.25344444,4.128483333,7.437528414,0,20.47527247,0.022953548,0,0,70.50906893,26.35276356,1.648959067
2015,111,15.44721448,4.755283333,9.324205684,0,24.16982676,0.04103268,0,0,59.23037112,26.21969181,2.25872918
2015,112,15.65994444,6.640547222,10.94013032,0,23.50713377,0.050552389,0,0,54.44398611,26.06786938,1.768755205
2015,113,18.36841667,8.297627778,13.2654452,0,23.35120178,0.065803376,0,0,51.69516071,25.91362475,2.504348839
2015,114,13.70894444,6.081272222,9.605136169,0,17.77004542,0.023260602,0,0,72.98170411,25.76517472,3.2264326
2015,115,9.051027778,2.321055556,6.264924074,8.2,10.38955043,0.018826461,0,0,81.02094872,25.90214053,3.362324615
2015,116,7.948616667,-1.340586111,3.262400868,0,19.56977471,0.028639015,0,0,58.46157044,25.9104235,2.910734952
2015,117,7.79845,-2.322852778,2.228817998,0.2,20.10889947,0.028215045,0,0,50.00326955,25.80011995,2.977293267
2015,118,5.453211111,0.327725,2.42670625,5.4,17.45430886,0.005809608,0,0,88.0819881,25.83176056,3.994906472
2015,119,7.069186111,1.619680556,3.772541435,9.4,17.44784523,0.008140201,0,0,85.51004218,26.01731572,4.002681119
2015,120,7.479680556,2.447397222,4.265234606,1.4,16.77944554,0.013642071,0,0,80.91598611,26.57081419,2.988403648
2015,121,6.1798,-0.005108333,3.483662636,0,16.87130763,0.018513069,0,0,70.35134127,26.42579681,2.333829117
2015,122,6.416613889,1.342813889,3.620741146,1.2,14.7112348,0.013935674,0,0,73.42852244,26.30347583,3.743341287
2015,123,10.1415,2.907644444,6.333761863,17,2.8770567,0.002448783,0,0,100,27.92981155,3.116384176
2015,124,12.7695,6.631269444,9.343535648,0.4,19.70102318,0.028415284,0,0,69.5280754,28.43502514,3.30913753
2015,125,9.874777778,5.115891667,7.192053769,20.4,6.97135558,0.010623038,0,0,89.29962153,29.11043058,4.176908133
2015,126,8.986902778,4.871141667,6.574854398,0,10.87462343,0.011458732,0,0,85.05385597,28.70324213,3.679297287
2015,127,8.896361111,1.713505556,5.623047352,0,19.75499933,0.02646161,0,0,66.75393199,28.34888405,3.19228555
2015,128,9.065944444,2.774609929,5.876789501,0,18.89474567,0.026189181,0,0,62.24768444,28.07120479,2.635926869
2015,129,10.15447222,4.639975,6.505665162,0,9.73174036,0.012604993,0,0,87.51233848,29.98868523,2.967419573
2015,130,12.78783333,5.743641667,9.4162,0,8.096751875,0.022728406,0,0,81.25250893,28.81767727,3.74558657
2015,131,13.36758333,7.084477778,10.53408385,0,19.53157989,0.024505018,0,0,75.38515377,28.51098845,5.260053812
2015,132,9.8415,4.609541667,7.422048129,0,15.73731768,0.01999057,0,0,77.70225496,28.24337623,5.311024093
2015,133,10.5285,3.518722222,6.579554687,0,16.82194913,0.023514519,0,0,71.21319157,27.936621,2.91168939
2015,134,6.647975,2.687680556,4.773560937,0,11.09231461,0.016075479,0,0,77.72306349,27.72481931,2.395517014
2015,135,12.14819444,2.900038889,7.68062066,0,20.57431376,0.028124205,0,0,67.0769463,27.53449516,2.774811016
2015,136,10.56694444,4.179755556,7.746027141,0,24.28708571,0.032473892,0,0,61.39122037,27.35029843,4.660522943
2015,137,9.895416667,4.409836111,7.197399349,0,19.07747249,0.020767501,0,0,76.7151103,27.19028176,4.603293462
2015,138,8.905847222,2.929863889,5.856882405,2,14.3781558,0.009592824,0,0,86.16048622,27.10668708,3.019214611
2015,139,9.771944444,1.998986111,5.40730081,1.4,12.80591012,0.015816435,0,0,79.31342816,27.01766637,2.632808918
2015,140,14.09936111,3.518569444,8.835201736,0,22.90870524,0.043272062,0,0,56.99783704,26.88803019,3.004911615
2015,141,10.69286111,5.485702778,8.29112066,0,13.11618144,0.020742642,0,0,78.55409815,26.76678252,4.684175575
2015,142,15.67991667,8.555083333,11.53411632,0,11.70127366,0.0225423,0,0,81.31804012,26.68265822,3.662696853
2015,143,16.23380556,6.996702778,11.14664178,0,25.55166568,0.055760699,0,0,53.75861481,26.56229965,2.195155211
2015,144,11.21716667,6.024919444,8.898098958,2.811,10.5649758,0.024179026,0,0,71.48918197,26.451545,3.454866056
2015,145,13.81355556,5.668272222,9.208179745,0.07,14.89997388,0.036031762,0,0,66.02792652,26.36031,2.681542909
2015,146,14.85011111,4.824877778,9.478076215,0,22.27315458,0.041894969,0,0,61.66461996,26.24485963,2.806850729
2015,147,9.631277778,4.888852778,6.871935301,10.43,9.63918021,0.014065954,0,0,80.94596811,26.15910863,3.144884548
2015,148,9.03,4.553941667,6.540908782,0.93,23.6998568,0.016401188,0,0,78.57924933,26.23642745,4.626354476
2015,149,10.39536111,3.551661111,6.173044965,4.96,18.48326962,0.021175813,0,0,77.15517204,26.15817537,2.85815735
2015,150,12.05536111,2.45945,7.336650984,0.378,25.7157736,0.035236631,0,0,62.80641756,26.07286269,3.493149659
2015,151,9.245305556,3.443794444,6.621088349,11.63,13.93170182,0.016983091,0,0,80.59421348,26.24904273,3.922208918
2015,152,10.05080556,2.832280556,6.22123765,8,14.78730692,0.021238836,0,0,71.74497222,26.24212706,5.407053046
2015,153,10.03027778,4.075358333,7.163812982,2.24,22.85535795,0.018990558,0,0,76.5108358,26.33550447,5.716518636
2015,154,13.20386111,5.935827778,9.549129084,0,27.5535022,0.037240991,0,0,63.09889584,26.20658775,3.673795435
2015,155,15.26019444,6.554783333,11.25183993,0,26.18918208,0.043861185,0,0,62.09414149,26.07124227,2.481270778
2015,156,15.99397222,7.651577778,11.30916262,0.13,16.1465502,0.028507714,0,0,76.74686414,25.95709769,3.154204717
2015,157,10.88705556,6.477844444,8.509006597,1.71,12.87418804,0.027676805,0,0,72.45985706,25.84155188,5.583985382
2015,158,13.87275,5.9805,9.75727555,0,29.03130405,0.046611238,0,0,56.446556,25.72393755,4.14703089
2015,159,9.99375,5.191183333,7.705015104,1.15,11.64017204,0.026645397,0,0,74.38781452,25.62086657,1.510124433
2015,160,12.98788889,5.743155556,9.979411343,0,15.69647108,0.040832919,0,0,63.66361559,25.54079975,1.582406037
2015,161,16.78313889,7.457002778,13.13529913,0,30.76130183,0.068788851,0,0,52.98203646,25.4278884,2.031333684
2015,162,17.45686111,9.867361111,14.02592201,0,30.53286683,0.089562332,0,0,41.047112,25.28697704,2.157275333
2015,163,19.12344444,8.855666667,13.72180556,0,28.13497956,0.068440464,0,0,52.60272656,25.14829125,1.775813226
2015,164,13.35141667,6.649680556,9.568323206,4.94,12.30740539,0.017547602,0,0,81.71642,25.0374865,2.179793915
2015,165,8.9775,5.457855556,6.74207691,5.441,8.441633255,0.018195643,0,0,88.69356897,25.21266718,1.911616013
2015,166,13.99702778,4.418375,10.64799649,0.099,19.11885687,0.050191984,0,0,54.35997965,25.12720466,1.864604178
2015,167,16.58109551,8.4075,12.66265044,1.161,13.50016514,0.03972545,0,0,69.25267958,25.02881817,1.725099684
2015,168,15.02475,7.604355556,12.50055917,0,10.92470253,0.03454134,0,0,75.66289791,NA,1.916968821
2015,169,10.87297222,6.992272222,9.184725694,0,10.44009224,0.028547438,0,0,72.20835632,NA,1.956750623
2015,170,11.92183333,7.667633333,9.943239641,0,14.01132392,0.025647715,0,0,74.73578338,NA,2.074773058
2015,171,17.71911111,8.434638889,12.54083681,0,11.267818,0.022925562,0,0,82.9043213,NA,2.145063713
2015,172,12.42694444,6.321155556,9.964327257,4.25,17.08350636,0.022884949,0,0,82.58644455,NA,2.293915331
2015,173,9.626527778,6.068488889,7.907979434,7.889,8.530409054,0.013270716,0,0,94.3783276,NA,2.287573592
2015,174,15.77238889,7.525116667,9.985984394,0,13.53076409,0.023698779,0,0,79.50255466,24.48941759,1.817367887
2015,175,15.89355556,8.085866667,11.86805741,0,11.87197082,0.020081371,0,0,84.61504861,24.3987538,2.265031071
2015,176,17.21313889,10.47175,13.59019387,3.85,11.80200288,0.016793811,0,0,86.26258429,24.31631627,2.395458551
2015,177,16.95111111,11.86197222,14.04891218,3.2,12.31542255,0.017386137,0,0,86.22522065,24.27610699,2.402448661
2015,178,17.65036111,10.05166667,14.01161863,1.16,24.70909484,0.042097918,0,0,69.53090185,24.19158049,2.859399626
2015,179,17.35377778,10.97572222,13.32269425,1.86,15.04202252,0.023762765,0,0,82.42094511,24.08456299,3.337852656
2015,180,16.68030556,10.26197183,13.29105801,0,14.43177379,0.037001384,0,0,74.58272312,23.98370993,2.607452415
2015,181,24.55866667,12.56222222,19.20128173,0,22.42832737,0.072814313,0,0,65.2625501,23.85374435,2.595741844
2015,182,23.81738889,14.03433333,19.31560395,0,23.55738482,0.068291334,0,0,66.42762724,23.69587738,2.48815909
2015,183,19.68491667,10.61516667,15.7663044,5.81,14.91692787,0.02646262,0,0,80.74233654,23.56738403,3.152906815
2015,184,20.01772222,10.53047222,14.61049132,0,28.83571145,0.043223826,0,0,69.01913021,23.46239938,2.725213675
2015,185,19.10419444,10.84052778,13.8326522,27.16,10.52775287,0.025597617,0,0,85.60946261,24.28508653,2.692389156
2015,186,17.51244444,9.726805556,13.14144554,44.205,18.83935475,0.044240135,0,0,62.91952991,25.1002515,2.484361946
2015,187,15.40888889,9.647972222,12.54328241,5.45,14.29136069,0.020490251,0,0,80.68220463,28.21990898,3.031996293
2015,188,16.65725,11.23916667,13.74868792,0.87,17.15088997,0.020593834,0,0,81.18541387,27.6467819,3.45199115
2015,189,12.515,7.626761111,10.21024611,3.73,9.871727263,0.011309758,0,0,87.35349346,27.37900604,2.652988396
2015,190,14.96836111,5.669138889,10.70026655,0,22.8476817,0.040457882,0,0,65.33931771,27.14952444,2.267049617
2015,191,22.35705556,9.32625,14.98202431,0.939,16.72708281,0.044359148,0,0,72.86903968,26.92131185,2.113060131
2015,192,16.67066667,12.59386111,14.06233044,5.661,17.26655059,0.027799039,0,0,79.14468796,26.83696072,3.005025928
2015,193,16.70327778,10.00022222,13.27475926,2.51,18.88704353,0.020985963,0,0,82.61000383,26.71418803,3.136089343
2015,194,15.40016667,9.70575,12.20060764,6.52,7.347267165,0.007243167,0,0,93.93085391,26.64935023,1.57317915
2015,195,17.16077778,10.03036111,12.7687853,0.37,12.47681766,0.024737458,0,0,81.48222778,26.62144715,1.586109474
2015,196,15.11333333,7.5561,11.85205584,0,23.80205033,0.035996098,0,0,69.27648118,26.47595685,2.397870241
2015,197,14.96711111,7.063102778,11.77923009,0,21.25380266,0.024292857,0,0,76.70041667,26.318441,2.47539975
2015,198,15.24275,10.26591667,12.83446528,6.07,12.06997747,0.025792722,0,0,77.26052431,26.26594995,4.391388125
2015,199,14.21944444,8.988777778,11.11870197,3.13,14.85765072,0.021734403,0,0,81.31054722,26.17700243,4.563300218
2015,200,14.25625,9.547388889,11.33211458,6.77,16.50823183,0.019079235,0,0,84.28419658,26.15377542,3.305091478
2015,201,15.48675,8.837833333,12.37161053,3.04,12.27774476,0.018473936,0,0,84.12233908,26.09216169,2.619204571
2015,202,15.93069444,9.840027778,12.77447456,0.48,12.24137802,0.02005888,0,0,83.20720285,25.99869563,3.462548188
2015,203,13.89077778,8.205472222,10.83768403,0,14.09988954,0.029125365,0,0,70.82435824,25.87433646,2.449142609
2015,204,13.54413889,8.315027778,10.88143171,0,18.0007224,0.02980889,0,0,70.1503537,25.72456523,3.110067536
2015,205,14.34188889,7.693797222,10.2120974,1.8,13.3756523,0.023685517,0,0,77.10983142,25.60140475,1.86473043
2015,206,13.58752778,7.041375,10.16182668,3.38,15.10864374,0.020169384,0,0,79.94028544,25.51232722,2.042012171
2015,207,12.95719444,7.990719444,10.45983553,17.527,14.33793734,0.020763378,0,0,77.20587346,25.5189344,2.54445293
2015,208,11.12938889,8.011122222,9.563654977,21.413,5.80602295,0.007320709,0,0,99.06682099,27.24724669,2.372646785
2015,209,10.64072222,7.577816667,9.158085475,27.57,5.85532409,0.00773551,0,0,94.87911523,29.0304412,1.925881637
2015,210,13.32061111,7.552033333,10.10559931,6.8,15.59891532,0.018762592,0,0,80.09856276,29.03700411,2.393266654
2015,211,13.66733333,7.329475,9.867884549,3.05,21.05288671,0.029547221,0,0,72.41387931,28.60616458,2.045426479
2015,212,14.71441667,7.089491667,11.01899115,0,12.81755048,0.031398915,0,0,72.78717241,28.15407338,2.983897174
2015,213,14.44888889,8.114777778,11.24913816,6.82,22.01478968,0.031848884,0,0,70.54919643,27.95813875,2.86167412
2015,214,14.56422222,9.492333333,11.6116794,3.031,10.00252949,0.015304876,0,0,86.3709156,27.75362204,2.54468977
2015,215,18.18363889,11.11861111,14.51537558,0,17.82015332,0.043402735,0,0,67.78320498,27.54675428,3.32547089
2015,216,16.0085,9.36175,12.82045486,2.65,11.46952757,0.029918421,0,0,76.45949901,27.31393836,4.199275436
2015,217,17.14663889,10.65980556,13.55737265,0.16,14.39801899,0.031019632,0,0,74.02564889,27.14129056,2.884869568
2015,218,17.27980556,8.885388889,14.03739497,0,15.79224992,0.032317657,0,0,75.85872354,26.96434322,2.689188207
2015,219,14.95894444,7.816344444,12.09973385,0,12.50503095,0.033791016,0,0,72.34918966,26.79945248,1.988109577
2015,220,17.31005556,9.390583333,13.66741782,0,19.67544582,0.053903417,0,0,61.21563591,26.64394965,2.724923605
2015,221,18.30338889,11.49061111,14.02453009,0,12.62664187,0.025933751,0,0,82.19571222,26.50414148,2.497965633
2015,222,18.62686111,10.79269444,14.51199363,6.56,17.96474414,0.034848398,0,0,74.19032663,26.41773824,3.187210707
2015,223,15.66494444,8.838166667,12.36070023,0,15.99879736,0.032249589,0,0,70.65993254,26.32161056,2.385811781
2015,224,17.07477778,7.877811111,12.38889398,0,19.9129752,0.040887879,0,0,64.37132143,26.16428049,1.936688262
2015,225,17.11138889,9.732694444,13.57645255,7.145,22.42650705,0.031552197,0,0,70.7633621,26.00101748,2.050503763
2015,226,12.6605,11.14613889,11.79984606,40.783,2.760292435,0.008609505,0,0,99.47615079,28.0707856,2.611334515
2015,227,13.67119444,8.008672222,10.9107912,0.26,19.48997862,0.0244369,0,0,74.94284362,28.53610854,3.183674015
2015,228,16.10291667,8.07995,12.32242674,0,15.40871607,0.040246255,0,0,66.36823663,27.96221734,1.923924194
2015,229,17.03147222,9.492861111,13.5210191,0,22.16143111,0.053570701,0,0,61.4298998,27.6262625,2.46173682
2015,230,12.42438889,10.50488889,11.45593634,11.988,3.907156965,0.01538171,0,0,94.03042677,27.51259174,2.946865647
2015,231,18.82494444,11.8445,14.40524942,2.019,15.01799781,0.026011459,0,0,78.29422119,27.66943954,3.01225785
2015,232,18.12625,12.83438889,15.52749537,0.15,12.19598045,0.02760689,0,0,82.30589403,27.48004352,2.887275831
2015,233,19.81652778,14.03675,16.72039815,3.43,9.771806915,0.023066051,0,0,82.82370513,27.31058657,3.0086204
2015,234,16.82258333,12.37127778,14.55569097,8.67,9.674163725,0.020041452,0,0,81.82792444,27.19172567,1.896235772
